Id,Prenom,Nom,Note
913,Elio,Lecomte,6.4
914,Léonie,Andre,10.46
915,Tom,Renaud,18.37
916,Aaron,Richard,6.32
917,Mia,Francois,19.93
918,Nino,Barbier,8.56
919,Elena,Lambert,12.3
920,Eliott,Renaud,3.4
921,Isaac,Boyer,17.73
922,Anna,Leclercq,2.07
923,Léna,Nicolas,11.26
924,Louis,Fabre,18.91
925,Eden,Marie,6.74
926,Lucas,Pierre,1.04
927,Lucas,Michel,13.72
928,Isaac,Philippe,3.49
929,Ibrahim,Garnier,12.79
930,Aaron,Lambert,13.61
931,Emma,Dufour,12.76
932,Mohamed,Lemoine,12.73
933,Charlotte,David,6.13
934,Lyana,Moreau,13.28
935,Alix,Vidal,12.77
936,Luna,Rousseau,15.77
937,Léa,Roger,4.42
938,Rayan,Leclerc,8.24
939,Léo,Garcia,5.42
940,Théo,Petit,11.68
941,Sacha,Olivier,11.25
942,Lina,Gaillard,11.35
943,Léo,Lucas,0.93
944,Jade,Brun,1.89
945,Lyam,Thomas,13.4
946,Rose,Lemaire,16.09
947,Augustin,Marie,18.68
948,Nour,Lacroix,19.6
949,Lina,Vidal,1.56
950,Mathis,Andre,14.07
951,Léo,Brunet,17.24
952,Louise,Lucas,2.97
953,Léo,Mathieu,9.16
954,Elio,Gerard,16.91
955,Sofia,Mathieu,14.22
956,Mathis,Arnaud,13.07
957,Léo,Fabre,13.2
958,Jules,Rey,16.95
959,Lya,Duval,11.83
960,Elio,Chevalier,5.61
961,Sofia,Durand,15.41
962,Lucie,Petit,6.84
963,Maël,Richard,6.42
964,Enzo,Lemoine,17.16
965,Rose,Morel,19.79
966,Romane,Mercier,15.55
967,Inès,Gautier,16.18
968,Hugo,Blanc,5.16
969,Paul,Leroy,7.94
970,Mia,Masson,7.91
971,Juliette,Richard,5.67
972,Liam,Robin,16.7
973,Olivia,Bourgeois,4.26
974,Ibrahim,Roux,0.32
975,Ambre,Lambert,5.02
976,Margaux,Arnaud,6.09
977,Inaya,Garnier,16.83
978,Axel,Aubert,13.52
979,Noah,Roy,5.94
980,Romane,Michel,11.55
981,Ava,Lefevre,17.29
982,Hugo,Denis,7.82
983,Mohamed,Caron,4.81
984,Agathe,Muller,19.46
985,Alba,Garcia,6.29
986,Maël,Renaud,11.61
987,Mila,Lefebvre,12.2
988,Léonie,Francois,17.43
989,Malo,Leclercq,13.67
990,Lucie,Brun,10.89
991,Louise,Noel,10.74
992,Lyam,Muller,2.48
993,Ayden,Lemoine,13.94
994,Timéo,Leclercq,13.3
995,Louis,Legrand,16.05
996,Gaspard,Martinez,16.67
997,Lya,Gauthier,4.55
998,Julia,Meyer,17.91
999,Théo,Henry,15.72
1000,Louise,Guillaume,18.15
1001,Martin,Renaud,10.37
1002,Augustin,Dumont,14.31
1003,Juliette,Lemoine,12.68
1004,Julia,Rey,5.0
1005,Alma,Michel,15.35
1006,Léa,Arnaud,5.47
1007,Léon,Duval,12.45
1008,Agathe,Leroy,12.63
1009,Jeanne,Bourgeois,12.09
1010,Léo,Lefebvre,16.13
1011,Lucas,Rey,12.27
1012,Marceau,Arnaud,0.86
1013,Lyam,Perrin,3.26
1014,Olivia,Bernard,1.86
1015,Lina,Laurent,17.52
1016,Mohamed,Meyer,17.04
1017,Alma,Dubois,8.86
1018,Naël,Duval,12.05
1019,Théo,Rousseau,4.89
1020,Aaron,Blanchard,13.47
1021,Ayden,Mathieu,2.06
1022,Léa,Denis,17.33
1023,Malo,Payet,14.12
1024,Jeanne,Leroy,7.23
1025,Mila,Roy,13.25
1026,Timéo,Chevalier,3.53
1027,Zoé,Riviere,9.24
1028,Naël,Leclerc,14.73
1029,Ava,Fournier,16.43
1030,Paul,Fontaine,5.58
1031,Maël,Pierre,16.89
1032,Louna,Rey,10.54
1033,Paul,Leclerc,16.37
1034,Milo,Benoit,13.3
1035,Luna,Roy,11.3
1036,Alba,Robert,12.3
1037,Emma,Vincent,18.8
1038,Alix,Roussel,1.81
1039,Mila,Brunet,16.59
1040,Sacha,Richard,2.34
1041,Hugo,Martin,10.12
1042,Lucie,Picard,13.04
1043,Paul,Clement,9.12
1044,Alma,Dumas,17.89
1045,Maël,Fournier,3.31
1046,Jade,Faure,1.81
1047,Jeanne,Vincent,2.98
1048,Elio,Francois,13.01
1049,Théo,Lefebvre,4.73
1050,Liam,Renaud,9.56
1051,Léa,Blanc,19.5
1052,Jeanne,Morel,15.35
1053,Inès,David,15.95
1054,Naël,Payet,16.18
1055,Imran,Nicolas,7.98
1056,Inaya,Boyer,8.88
1057,Louise,Noel,9.36
1058,Malo,Dubois,14.44
1059,Adam,Giraud,13.55
1060,Inès,Nicolas,9.54
1061,Théo,Gautier,14.74
1062,Elio,Gerard,3.79
1063,Ava,Vidal,10.0
1064,Julia,Leroy,18.45
1065,Léo,Leroux,3.03
1066,Aaron,Mercier,18.33
1067,Amir,Giraud,13.34
1068,Nino,Philippe,6.82
1069,Louna,Dufour,5.53
1070,Théo,Morin,19.48
1071,Luna,Schmitt,11.42
1072,Giulia,Lacroix,8.88
1073,Sacha,Blanc,8.27
1074,Noé,Colin,2.57
1075,Milo,Simon,11.66
1076,Sofia,Leroux,3.61
1077,Mohamed,Marie,12.31
1078,Mathis,Simon,5.64
1079,Sofia,Renaud,5.63
1080,Gaspard,Lambert,15.79
1081,Arthur,Moreau,4.91
1082,Adam,Giraud,1.81
1083,Charlotte,Barbier,3.82
1084,Mathis,Leroy,16.47
1085,Sacha,Morel,3.2
1086,Jeanne,Dumont,1.4
1087,Théo,Blanchard,9.69
1088,Tiago,Dubois,8.31
1089,Chloé,Dubois,7.87
1090,Victoria,Nicolas,6.2
1091,Robin,Henry,12.07
1092,Lucie,Lucas,0.55
1093,Tiago,Caron,17.5
1094,Sacha,Roger,18.97
1095,Jade,Picard,12.18
1096,Ayden,Brun,3.82
1097,Tiago,Philippe,2.26
1098,Gabriel,Faure,14.38
1099,Mila,Gerard,11.58
1100,Aaron,Riviere,12.0
1101,Imran,Pierre,12.22
1102,Alice,Lefebvre,17.52
1103,Louise,Lefebvre,12.33
1104,Alma,Petit,18.21
1105,Julia,Robin,17.8
1106,Théo,Faure,11.53
1107,Lyana,Vidal,19.1
1108,Emy,Rousseau,10.58
1109,Alma,Girard,17.4
1110,Inaya,Pierre,2.95
1111,Olivia,Roussel,6.28
1112,Romy,Arnaud,8.11
1113,Ava,Garnier,13.77
1114,Alba,Mathieu,8.68
1115,Lyam,Leclercq,13.2
1116,Olivia,Leclercq,17.76
1117,Louna,Giraud,12.74
1118,Rayan,Robert,15.8
1119,Aaron,Garnier,11.73
1120,Naël,Pierre,4.99
1121,Charlotte,Robert,15.56
1122,Axel,Gautier,13.9
1123,Inès,Dufour,11.86
1124,Timéo,Lacroix,18.21
1125,Lucie,Gautier,6.36
1126,Ibrahim,Rey,0.62
1127,Amir,Lacroix,0.83
1128,Gabin,Robin,10.22
1129,Mila,Gauthier,8.45
1130,Charlie,Colin,1.77
1131,Nina,Richard,16.43
1132,Olivia,Faure,15.85
1133,Jeanne,Brunet,7.22
1134,Victoria,Marie,1.52
1135,Léna,Marie,5.47
1136,Louna,Leclerc,15.04
1137,Eden,Lemoine,16.78
1138,Raphaël,Rousseau,16.71
1139,Maël,Bourgeois,19.22
1140,Ibrahim,Vidal,3.66
1141,Axel,Clement,19.22
1142,Agathe,Laurent,14.78
1143,Charlie,Lefevre,0.2
1144,Eva,Robert,9.05
1145,Marius,Colin,15.09
1146,Eden,Faure,2.61
1147,Mia,Mercier,14.53
1148,Lyana,Marie,9.51
1149,Maël,Marchand,18.88
1150,Enzo,Giraud,8.4
1151,Gabin,Laurent,18.76
1152,Sofia,Gerard,11.96
1153,Noah,Denis,10.99
1154,Aaron,Colin,13.3
1155,Lyam,Roger,14.25
1156,Théo,Roche,7.49
1157,Adèle,Durand,15.32
1158,Inès,Simon,6.14
1159,Léonie,Olivier,7.35
1160,Lola,Leroy,8.47
1161,Emma,Pierre,3.77
1162,Gabriel,Lefevre,0.76
1163,Robin,Dumont,4.95
1164,Mathis,Benoit,14.2
1165,Robin,Lucas,16.45
1166,Olivia,Garcia,19.71
1167,Sofia,Laurent,11.76
1168,Eliott,Brunet,2.51
1169,Emy,Roussel,11.38
1170,Mila,Moreau,8.33
1171,Elio,Caron,15.64
1172,Nino,Legrand,4.78
1173,Alice,Caron,6.74
1174,Sacha,Blanchard,7.81
1175,Jade,Lucas,13.45
1176,Jeanne,Dufour,14.5
1177,Nina,Durand,10.17
1178,Léon,Schmitt,19.61
1179,Louna,Lucas,1.61
1180,Rayan,Andre,2.6
1181,Emy,Bertrand,10.92
1182,Malo,Vidal,16.9
1183,Marceau,Roux,7.82
1184,Jeanne,Gauthier,16.04
1185,Alba,Lefebvre,0.12
1186,Lyana,Morin,13.3
1187,Raphaël,Leclercq,6.14
1188,Charlie,Brun,3.64
1189,Louna,David,4.88
1190,Adèle,Aubert,13.2
1191,Ibrahim,Leclerc,5.82
1192,Augustin,Robin,11.98
1193,Gaspard,Picard,10.23
1194,Arthur,Roger,17.5
1195,Jules,Simon,0.26
1196,Agathe,Martin,8.14
1197,Victor,Philippe,3.33
1198,Nino,Renard,19.55
1199,Louna,Lecomte,19.51
1200,Victor,Renaud,18.59
1201,Olivia,Gerard,18.15
1202,Timéo,Blanchard,7.45
1203,Alix,Gautier,11.4
1204,Olivia,Pierre,6.06
1205,Ayden,Brunet,10.78
1206,Léna,Bourgeois,5.0
1207,Théo,Martinez,14.2
1208,Ibrahim,Girard,11.05
1209,Lyam,Brunet,8.18
1210,Mya,Joly,6.12
1211,Iris,Fontaine,15.96
1212,Milo,Michel,15.2
1213,Sofia,Denis,16.86
1214,Luna,Dupont,18.7
1215,Arthur,Morin,6.88
1216,Augustin,Robert,19.25
1217,Rose,Dupont,3.7
1218,Louise,Richard,5.19
1219,Louis,Lucas,3.34
1220,Mia,Morel,8.01
1221,Nino,Brun,6.25
1222,Ethan,Joly,19.1
1223,Mohamed,Perrin,9.55
1224,Chloé,Roy,18.91
1225,Alba,Meunier,18.93
1226,Elio,Boyer,16.35
1227,Victoria,Roy,19.37
1228,Gabriel,Roussel,3.38
1229,Charlotte,Muller,9.25
1230,Lya,Gaillard,2.94
1231,Marius,Gauthier,5.59
1232,Lucie,Girard,4.95
1233,Naël,Olivier,2.87
1234,Zoé,Gautier,0.13
1235,Mohamed,Dufour,13.53
1236,Maël,Guerin,19.39
1237,Elio,Durand,6.91
1238,Enzo,Brunet,0.76
1239,Noé,Schmitt,13.64
1240,Ethan,Clement,8.93
1241,Jade,Morin,17.44
1242,Lyana,Vincent,16.04
1243,Giulia,Colin,0.39
1244,Olivia,Fournier,9.68
1245,Victoria,Masson,10.41
1246,Giulia,Fabre,2.55
1247,Lou,Girard,0.78
1248,Amir,Arnaud,5.16
1249,Adèle,Petit,8.17
1250,Léonie,Dubois,13.72
1251,Lucie,Dubois,12.83
1252,Adèle,Boyer,14.37
1253,Arthur,Blanchard,12.19
1254,Robin,Renard,4.68
1255,Aaron,Morin,8.64
1256,Martin,Robert,4.64
1257,Imran,Roche,15.47
1258,Eva,Garcia,15.54
1259,Maël,Colin,12.18
1260,Victoria,Garcia,7.34
1261,Romane,Thomas,17.89
1262,Jade,Payet,15.07
1263,Milo,Duval,2.71
1264,Léo,Gerard,4.81
1265,Augustin,Bernard,11.49
1266,Lina,Aubert,5.46
1267,Victoria,Thomas,10.35
1268,Zoé,Gaillard,17.42
1269,Alma,Francois,3.93
1270,Eva,Fournier,5.79
1271,Romy,Lacroix,6.88
1272,Mohamed,Blanchard,13.64
1273,Nina,David,14.53
1274,Eden,Andre,10.31
1275,Léa,Renard,15.54
1276,Léo,Brunet,13.91
1277,Isaac,Moreau,7.62
1278,Lola,Leroy,14.5
1279,Mohamed,Olivier,10.31
1280,Lou,Joly,5.8
1281,Naël,Riviere,9.82
1282,Léonie,Arnaud,6.15
1283,Romane,Blanc,4.2
1284,Paul,Vincent,6.49
1285,Maël,Picard,12.87
1286,Nathan,Roux,13.99
1287,Lou,Leroy,13.04
1288,Augustin,Robert,7.74
1289,Emma,Andre,1.03
1290,Emy,Morin,18.9
1291,Margaux,Henry,4.36
1292,Romane,Andre,7.39
1293,Maël,Renard,3.76
1294,Julia,Bertrand,12.95
1295,Elio,Robert,0.97
1296,Elio,Noel,4.01
1297,Arthur,Marchand,10.11
1298,Martin,Meunier,17.55
1299,Julia,Arnaud,15.02
1300,Inaya,Dubois,5.48
1301,Robin,Vidal,4.09
1302,Mathis,Gerard,19.64
1303,Lola,Dufour,6.48
1304,Léon,Bourgeois,17.02
1305,Tiago,Rousseau,12.8
1306,Mathis,Muller,15.7
1307,Isaac,Brunet,18.44
1308,Luna,Dubois,10.19
1309,Alba,Robert,9.15
1310,Malo,Perrin,6.01
1311,Charlie,Renard,11.86
1312,Théo,Blanchard,0.77
1313,Adam,Schmitt,4.84
1314,Mila,Roger,19.83
1315,Olivia,Garnier,3.36
1316,Théo,Bourgeois,11.85
1317,Juliette,Chevalier,12.24
1318,Mila,Laurent,3.52
1319,Tiago,Aubert,19.04
1320,Augustin,Legrand,3.41
1321,Ayden,Martinez,10.5
1322,Agathe,Clement,18.96
1323,Adèle,Pierre,2.4
1324,Luna,Vincent,14.69
1325,Ayden,Mercier,2.4
1326,Alma,Fabre,14.92
1327,Valentin,Dumas,9.76
1328,Alba,Lacroix,7.28
1329,Nino,Masson,4.86
1330,Noé,Leclerc,7.18
1331,Chloé,Morin,12.66
1332,Imran,Marie,19.5
1333,Juliette,Colin,1.37
1334,Mathis,Bernard,16.98
1335,Jeanne,Leclercq,11.35
1336,Louis,Robert,10.86
1337,Elena,Chevalier,2.45
1338,Jules,Brunet,7.29
1339,Gabin,Vincent,0.97
1340,Noah,Leclerc,7.75
1341,Théo,Denis,9.6
1342,Naël,Boyer,11.73
1343,Noah,Laurent,10.72
1344,Mila,Lambert,19.37
1345,Léa,Lacroix,2.7
1346,Mia,Meyer,15.76
1347,Margaux,Lemaire,17.68
1348,Marius,Rey,19.51
1349,Agathe,Roche,6.71
1350,Augustin,Meunier,5.85
1351,Elio,Durand,10.42
1352,Giulia,Lefevre,12.84
1353,Martin,Faure,10.55
1354,Gabriel,Moreau,5.94
1355,Ethan,Philippe,18.74
1356,Eliott,Payet,3.45
1357,Raphaël,Barbier,1.74
1358,Elena,Fabre,10.51
1359,Sacha,Rousseau,14.75
1360,Charlie,Lucas,17.95
1361,Alba,Blanc,17.29
1362,Léa,Bourgeois,13.3
1363,Giulia,Brunet,12.74
1364,Tom,Leroy,9.92
1365,Milo,Lambert,9.65
1366,Ayden,Denis,8.7
1367,Axel,Gautier,14.93
1368,Naël,Bertrand,18.96
1369,Marius,Pierre,10.02
1370,Chloé,Muller,16.4
1371,Gabriel,Caron,5.09
1372,Zoé,Denis,19.43
1373,Charlotte,Duval,8.88
1374,Axel,Caron,13.45
1375,Naël,Fabre,10.36
1376,Adam,Benoit,4.73
1377,Lyana,Richard,13.54
1378,Ibrahim,Marie,13.74
1379,Lucie,Robin,2.42
1380,Iris,Fabre,0.63
1381,Mya,Roussel,9.87
1382,Gabin,Gauthier,0.16
1383,Victor,Masson,6.8
1384,Marceau,Payet,14.43
1385,Valentin,Dupont,14.15
1386,Victor,Dumas,3.15
1387,Enzo,Petit,16.16
1388,Jeanne,Muller,15.7
1389,Lina,Dumas,14.68
1390,Robin,Dufour,12.94
1391,Valentin,Laurent,19.37
1392,Julia,Mathieu,3.75
1393,Jules,Picard,7.35
1394,Giulia,Lecomte,3.05
1395,Lou,Gauthier,3.72
1396,Tom,Denis,6.45
1397,Inaya,Thomas,5.95
1398,Mia,Olivier,7.96
1399,Augustin,Lefebvre,2.0
1400,Romy,Petit,9.01
1401,Julia,Roy,9.17
1402,Alba,Clement,10.64
1403,Iris,Lefevre,17.21
1404,Gaspard,Duval,19.12
1405,Sofia,Chevalier,3.64
1406,Alix,Lacroix,8.6
1407,Lola,David,5.89
1408,Charlotte,Francois,10.56
1409,Timéo,Dufour,13.16
1410,Inès,Marchand,12.09
1411,Axel,Morel,7.13
1412,Jules,Bertrand,16.0
1413,Romy,Gerard,8.99
1414,Mya,Rousseau,6.36
1415,Sofia,Francois,10.76
1416,Imran,Riviere,12.53
1417,Léa,Bonnet,0.57
1418,Léo,Laurent,11.41
1419,Mya,Roussel,12.15
1420,Louis,Legrand,3.08
1421,Emma,Schmitt,2.48
1422,Nathan,Lemoine,7.82
1423,Adam,Aubert,8.83
1424,Léon,Pierre,15.61
1425,Noé,Dumont,5.99
1426,Mohamed,Pierre,17.56
1427,Eliott,Arnaud,9.57
1428,Mya,Masson,13.14
1429,Gabriel,Roche,16.97
1430,Nour,Lucas,10.85
1431,Nino,Brunet,8.57
1432,Emy,Roy,4.66
1433,Léonie,Renaud,19.3
1434,Ava,Benoit,0.3
1435,Hugo,Vincent,11.06
1436,Agathe,Mathieu,11.76
1437,Milo,Renard,2.65
1438,Louna,Blanc,16.48
1439,Mathis,Olivier,11.93
1440,Margaux,Rey,11.43
1441,Lina,David,7.21
1442,Charlie,Marie,9.57
1443,Giulia,Durand,7.88
1444,Nino,Girard,10.83
1445,Noé,Boyer,19.55
1446,Théo,Masson,0.12
1447,Lya,Dubois,7.73
1448,Julia,Francois,3.76
1449,Charlotte,Roger,8.25
1450,Théo,Muller,12.81
1451,Aaron,Masson,12.54
1452,Axel,Fontaine,10.67
1453,Lucas,Blanchard,1.3
1454,Adèle,Pierre,8.93
1455,Amir,Gauthier,19.76
1456,Nathan,Francois,12.23
1457,Alma,Clement,8.68
1458,Eden,Rousseau,16.77
1459,Léa,Perrin,0.01
1460,Maël,Aubert,1.95
1461,Milo,Laurent,14.91
1462,Raphaël,Leroux,19.05
1463,Lola,Nicolas,17.56
1464,Elio,Lacroix,18.05
1465,Iris,Francois,3.87
1466,Lucie,Lefebvre,19.53
1467,Nino,Thomas,15.95
1468,Marius,Michel,17.82
1469,Sofia,Roux,6.92
1470,Alix,Roy,12.03
1471,Léa,Roussel,17.34
1472,Adèle,Fontaine,12.04
1473,Axel,Meunier,10.59
1474,Romane,Francois,16.5
1475,Sacha,Guerin,8.14
1476,Louise,Bernard,5.57
1477,Ayden,Garnier,5.75
1478,Robin,Meyer,12.28
1479,Victoria,David,0.95
1480,Inès,Aubert,15.7
1481,Inès,Rey,7.7
1482,Elena,Brunet,16.95
1483,Alix,Leroux,8.71
1484,Robin,Renard,11.45
1485,Inaya,Colin,14.44
1486,Timéo,Roux,1.12
1487,Lou,Riviere,11.73
1488,Sacha,Pierre,7.14
1489,Rose,Girard,15.48
1490,Aaron,Leroux,4.99
1491,Maël,Guillaume,17.22
1492,Noah,Bernard,15.95
1493,Robin,Joly,10.61
1494,Hugo,Gaillard,12.55
1495,Anna,Aubert,16.72
1496,Juliette,Chevalier,12.26
1497,Léon,Martin,10.79
1498,Gabriel,Roche,9.31
1499,Jeanne,Riviere,2.52
1500,Alba,Brunet,4.65
1501,Augustin,Guillaume,1.95
1502,Axel,Robert,3.59
1503,Augustin,Martinez,15.41
1504,Amir,Fontaine,2.58
1505,Chloé,Simon,11.45
1506,Adam,Muller,6.52
1507,Elena,Fontaine,3.26
1508,Liam,Roy,15.33
1509,Léonie,Denis,15.47
1510,Lucas,Perrin,7.38
1511,Agathe,Chevalier,5.12
1512,Gaspard,Blanchard,16.78
1513,Mohamed,Aubert,4.54
1514,Martin,Pierre,16.32
1515,Elio,Garnier,11.56
1516,Victor,Chevalier,1.47
1517,Olivia,Joly,14.75
1518,Olivia,Dupont,3.04
1519,Enzo,Brunet,1.36
1520,Aaron,Martin,2.53
1521,Mya,Renard,7.97
1522,Nina,Martinez,11.83
1523,Noah,Dubois,18.13
1524,Ambre,Robin,5.81
1525,Victor,Girard,5.53
1526,Nino,Guerin,16.14
1527,Mathis,Leroy,5.46
1528,Martin,Roche,19.94
1529,Eliott,Blanchard,6.21
1530,Martin,Dubois,15.2
1531,Martin,Riviere,10.87
1532,Hugo,Lambert,14.84
1533,Mathis,Moreau,10.68
1534,Léon,Lacroix,5.29
1535,Lyam,Dufour,15.24
1536,Nina,Martin,7.5
1537,Valentin,Noel,7.97
1538,Charlotte,Dumas,7.75
1539,Lou,Petit,18.82
1540,Lyana,Garcia,12.28
1541,Timéo,Perrin,5.86
1542,Elena,Lambert,16.8
1543,Victoria,Fontaine,11.68
1544,Eliott,Roger,11.21
1545,Adèle,Roy,1.41
1546,Paul,Barbier,5.42
1547,Léo,Noel,8.71
1548,Ethan,Bourgeois,17.09
1549,Olivia,Roche,14.85
1550,Lyam,Lacroix,10.89
1551,Louise,Vincent,8.5
1552,Rayan,Roussel,7.54
1553,Isaac,Michel,15.63
1554,Ethan,Bourgeois,9.62
1555,Léo,Mercier,19.84
1556,Charlotte,Gautier,1.81
1557,Léonie,Petit,17.94
1558,Lya,Brun,14.24
1559,Jeanne,Faure,13.51
1560,Paul,Vincent,4.04
1561,Chloé,Masson,2.09
1562,Juliette,Andre,10.31
1563,Giulia,Petit,8.16
1564,Mila,Leroy,16.48
1565,Martin,Dumont,6.97
1566,Alix,Leclerc,18.84
1567,Timéo,Colin,12.43
1568,Louise,Rolland,10.15
1569,Louise,Rousseau,19.62
1570,Adam,Lambert,7.33
1571,Lou,Laurent,16.41
1572,Nino,Guerin,6.88
1573,Alba,Bourgeois,2.3
1574,Nathan,Michel,0.35
1575,Romane,Vincent,6.16
1576,Hugo,Richard,14.5
1577,Ibrahim,Roche,16.72
1578,Sacha,Colin,9.37
1579,Ibrahim,Mercier,5.26
1580,Victoria,Bonnet,17.55
1581,Mohamed,Dumas,16.83
1582,Alice,Renard,18.45
1583,Liam,Aubert,8.31
1584,Zoé,Moreau,5.74
1585,Alba,Bourgeois,17.44
1586,Lou,Joly,1.79
1587,Olivia,Brun,19.41
1588,Eliott,Roux,2.66
1589,Iris,Meyer,17.35
1590,Alice,Mercier,15.85
1591,Alix,Lefevre,14.48
1592,Aaron,Girard,14.1
1593,Eliott,Aubert,10.87
1594,Tiago,Fontaine,4.83
1595,Jules,Simon,9.54
1596,Gabriel,Renaud,3.59
1597,Emy,Chevalier,0.28
1598,Nathan,Rousseau,11.04
1599,Malo,Renaud,14.2
1600,Ethan,Renard,11.26
1601,Alma,Guillaume,16.89
1602,Gabin,Brunet,18.41
1603,Augustin,Michel,1.02
1604,Axel,Andre,10.21
1605,Lucas,Denis,12.49
1606,Emma,Blanchard,5.81
1607,Inaya,Guerin,1.84
1608,Mila,Fournier,11.36
1609,Nina,Bourgeois,19.17
1610,Axel,Bourgeois,7.73
1611,Romy,Denis,10.1
1612,Arthur,Roger,19.06
1613,Eva,Bourgeois,3.84
1614,Chloé,Vidal,1.88
1615,Arthur,Gaillard,19.22
1616,Lya,Colin,2.48
1617,Gabriel,Vidal,10.13
1618,Alma,Lefebvre,7.62
1619,Valentin,Renaud,13.18
1620,Charlotte,Garcia,12.65
1621,Margaux,Payet,8.22
1622,Giulia,Michel,5.9
1623,Elena,Blanc,8.44
1624,Louna,Lefevre,3.3
1625,Jade,Masson,15.0
1626,Lucie,Olivier,19.7
1627,Zoé,Giraud,18.81
1628,Naël,Gautier,7.97
1629,Jeanne,Brun,5.64
1630,Léo,Fournier,5.57
1631,Eva,Vincent,13.73
1632,Rayan,Picard,7.57
1633,Hugo,Roger,16.41
1634,Giulia,Rolland,6.73
1635,Agathe,Brunet,10.21
1636,Eva,Morel,3.99
1637,Lou,Roux,1.43
1638,Axel,Robin,16.13
1639,Elena,Garcia,9.78
1640,Lola,Pierre,4.58
1641,Eva,Bernard,8.14
1642,Léa,Moreau,2.01
1643,Timéo,Laurent,12.71
1644,Emy,Dumas,2.74
1645,Romane,Robert,2.05
1646,Charlie,David,1.62
1647,Victoire,Michel,17.3
1648,Adam,Chevalier,15.58
1649,Eliott,Dumas,0.52
1650,Louna,Gauthier,15.91
1651,Léna,Lefebvre,17.28
1652,Tom,Andre,3.13
1653,Eliott,Fournier,11.61
1654,Lyana,Garcia,1.98
1655,Alba,Thomas,7.84
1656,Victoria,Dufour,10.67
1657,Eva,Arnaud,8.16
1658,Liam,Roy,10.79
1659,Chloé,Robin,15.97
1660,Lya,Martin,1.72
1661,Axel,Roussel,7.12
1662,Lou,Boyer,2.97
1663,Gaspard,Denis,12.55
1664,Iris,Moreau,14.87
1665,Jeanne,Leroux,6.9
1666,Léonie,Renard,8.29
1667,Lola,Aubert,19.01
1668,Charlie,Guillaume,3.57
1669,Tiago,Nicolas,16.43
1670,Ava,Rolland,7.64
1671,Chloé,Nicolas,5.97
1672,Julia,Dumas,13.04
1673,Adèle,Thomas,3.96
1674,Ayden,Boyer,0.56
1675,Mathis,Caron,17.78
1676,Nino,Philippe,17.95
1677,Martin,Fabre,9.89
1678,Léa,Picard,18.56
1679,Ambre,Duval,8.26
1680,Maël,Gauthier,5.23
1681,Olivia,Denis,10.97
1682,Lina,Bernard,11.09
1683,Léo,Chevalier,0.16
1684,Imran,Meyer,15.68
1685,Léa,Blanchard,8.54
1686,Hugo,Legrand,18.45
1687,Tiago,Simon,4.4
1688,Mia,Guerin,19.1
1689,Léonie,Schmitt,10.74
1690,Nino,Pierre,18.9
1691,Maël,Lucas,19.79
1692,Romane,Gautier,14.62
1693,Margaux,Roussel,15.88
1694,Hugo,Rey,14.21
1695,Paul,Guillaume,5.33
1696,Adam,Bourgeois,15.78
1697,Eden,Leroy,17.16
1698,Marius,Richard,19.27
1699,Mathis,Garnier,11.51
1700,Mia,Martin,6.59
1701,Sacha,Mercier,6.05
1702,Jeanne,Colin,8.69
1703,Elio,Garnier,12.06
1704,Valentin,Michel,0.82
1705,Alix,Vincent,1.66
1706,Mila,Dupont,8.26
1707,Charlotte,Guillaume,17.03
1708,Lucas,Picard,16.16
1709,Romy,Legrand,10.56
1710,Ethan,Henry,3.61
1711,Maël,Nicolas,18.29
1712,Mohamed,Denis,4.78
1713,Gaspard,Morin,8.24
1714,Emma,Chevalier,10.83
1715,Robin,Petit,7.45
1716,Isaac,Fournier,3.32
1717,Marius,Giraud,4.35
1718,Jeanne,Payet,19.81
1719,Sacha,Lefevre,17.07
1720,Louis,Leroy,8.44
1721,Lya,Brunet,1.26
1722,Elena,Aubert,1.78
1723,Léna,Dumas,0.42
1724,Luna,Clement,2.01
1725,Rose,Nicolas,2.17
1726,Lucas,Marchand,10.23
1727,Ibrahim,Marie,6.83
1728,Nour,Bourgeois,3.57
1729,Rayan,Laurent,18.34
1730,Lucas,Joly,1.96
1731,Louise,Henry,15.27
1732,Marius,Moreau,19.82
1733,Arthur,Payet,0.97
1734,Imran,Laurent,5.83
1735,Théo,Lambert,6.09
1736,Amir,Renaud,6.96
1737,Mya,Durand,7.16
1738,Liam,Guillaume,9.28
1739,Timéo,Lecomte,7.28
1740,Mohamed,Lambert,0.65
1741,Valentin,Gauthier,9.4
1742,Léa,Bernard,19.98
1743,Adèle,Dubois,11.93
1744,Nina,Rousseau,11.31
1745,Lyam,Philippe,6.97
1746,Jules,Lemoine,16.87
1747,Juliette,Rey,11.12
1748,Ava,Guerin,0.78
1749,Lou,Legrand,0.0
1750,Nour,Roche,17.9
1751,Lou,Leroy,0.07
1752,Mathis,Lemaire,7.22
1753,Liam,Lefevre,16.83
1754,Tiago,Martinez,10.05
1755,Mohamed,Brun,17.21
1756,Jules,Marchand,10.84
1757,Robin,Bertrand,2.59
1758,Tom,Dupont,17.64
1759,Nino,Laurent,18.27
1760,Adèle,Gautier,9.78
1761,Lyam,Rolland,9.54
1762,Lina,Marchand,9.96
1763,Arthur,Bertrand,19.64
1764,Inès,Picard,16.07
1765,Raphaël,Payet,8.46
1766,Charlie,Bertrand,5.78
1767,Juliette,Gauthier,7.83
1768,Marceau,Legrand,5.48
1769,Aaron,Caron,7.72
